"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Russell","Russell","Russell County","01113","AL","Alabama","32.2884","-85.1849","57952"
"Anderson","Anderson","Anderson County","48001","TX","Texas","31.8133","-95.6525","57810"
"Genesee","Genesee","Genesee County","36037","NY","New York","43.0009","-78.1938","57808"
"Pickaway","Pickaway","Pickaway County","39129","OH","Ohio","39.6419","-83.0244","57762"
"Eddy","Eddy","Eddy County","35015","NM","New Mexico","32.4715","-104.3043","57732"
"Blount","Blount","Blount County","01009","AL","Alabama","33.9809","-86.5674","57681"
"Oxford","Oxford","Oxford County","23017","ME","Maine","44.4999","-70.7566","57550"
"Gordon","Gordon","Gordon County","13129","GA","Georgia","34.5032","-84.8759","57202"
"Columbia","Columbia","Columbia County","55021","WI","Wisconsin","43.4666","-89.3337","57133"
"Cherokee","Cherokee","Cherokee County","45021","SC","South Carolina","35.0481","-81.6205","56895"
"Lincoln","Lincoln","Lincoln County","46083","SD","South Dakota","43.2789","-96.7218","56826"
"Hardin","Hardin","Hardin County","48199","TX","Texas","30.3324","-94.3902","56765"
"Lenoir","Lenoir","Lenoir County","37107","NC","North Carolina","35.2388","-77.6412","56756"
"Union","Union","Union County","39159","OH","Ohio","40.2994","-83.3716","56707"
"Hawkins","Hawkins","Hawkins County","47073","TN","Tennessee","36.4412","-82.9447","56611"
"Putnam","Putnam","Putnam County","54079","WV","West Virginia","38.5086","-81.9090","56610"
"Jefferson","Jefferson","Jefferson County","54037","WV","West Virginia","39.3076","-77.8628","56506"
"Lincoln","Lincoln","Lincoln County","29113","MO","Missouri","39.0580","-90.9601","56477"
"Carter","Carter","Carter County","47019","TN","Tennessee","36.2928","-82.1275","56433"
"Marion","Marion","Marion County","54049","WV","West Virginia","39.5100","-80.2434","56355"
"Franklin","Franklin","Franklin County","51067","VA","Virginia","36.9920","-79.8811","56187"
"Columbus","Columbus","Columbus County","37047","NC","North Carolina","34.2656","-78.6550","56068"
"Whiteside","Whiteside","Whiteside County","17195","IL","Illinois","41.7562","-89.9141","56016"
"La Plata","La Plata","La Plata County","08067","CO","Colorado","37.2866","-107.8433","55617"
"Pike","Pike","Pike County","42103","PA","Pennsylvania","41.3320","-75.0338","55453"
"Autauga","Autauga","Autauga County","01001","AL","Alabama","32.5349","-86.6427","55380"
"Seneca","Seneca","Seneca County","39147","OH","Ohio","41.1239","-83.1277","55351"
"Chisago","Chisago","Chisago County","27025","MN","Minnesota","45.5025","-92.9083","55315"
"Windsor","Windsor","Windsor County","50027","VT","Vermont","43.5800","-72.5862","55275"
"Campbell","Campbell","Campbell County","51031","VA","Virginia","37.2053","-79.0966","55225"
"Pearl River","Pearl River","Pearl River County","28109","MS","Mississippi","30.7688","-89.5896","55219"
"Coffee","Coffee","Coffee County","47031","TN","Tennessee","35.4906","-86.0748","55209"
"Taney","Taney","Taney County","29213","MO","Missouri","36.6548","-93.0411","55114"
"Van Zandt","Van Zandt","Van Zandt County","48467","TX","Texas","32.5637","-95.8365","55103"
"Grady","Grady","Grady County","40051","OK","Oklahoma","35.0169","-97.8841","55071"
"Watauga","Watauga","Watauga County","37189","NC","North Carolina","36.2311","-81.6964","54925"
"Carson City","Carson City","Carson City","32510","NV","Nevada","39.1512","-119.7474","54773"
"Colbert","Colbert","Colbert County","01033","AL","Alabama","34.7005","-87.8049","54771"
"Saline","Saline","Saline County","20169","KS","Kansas","38.7838","-97.6500","54701"
"Eagle","Eagle","Eagle County","08037","CO","Colorado","39.6278","-106.6954","54681"
"Scott","Scott","Scott County","21209","KY","Kentucky","38.2915","-84.5839","54667"
"Hancock","Hancock","Hancock County","23009","ME","Maine","44.6642","-68.3586","54601"
"Lyon","Lyon","Lyon County","32019","NV","Nevada","39.0203","-119.1891","54380"
"Washington","Washington","Washington County","51191","VA","Virginia","36.7244","-81.9598","54071"
"Tuolumne","Tuolumne","Tuolumne County","06109","CA","California","38.0276","-119.9548","54045"
"Hoke","Hoke","Hoke County","37093","NC","North Carolina","35.0175","-79.2373","53957"
"Box Elder","Box Elder","Box Elder County","49003","UT","Utah","41.5210","-113.0821","53946"
"Rusk","Rusk","Rusk County","48401","TX","Texas","32.1077","-94.7619","53755"
"St. Martin","St. Martin","St. Martin Parish","22099","LA","Louisiana","30.1291","-91.6083","53732"
"Johnson","Johnson","Johnson County","29101","MO","Missouri","38.7441","-93.8064","53682"
"Jefferson","Jefferson","Jefferson County","47089","TN","Tennessee","36.0510","-83.4463","53679"
"Fulton","Fulton","Fulton County","36035","NY","New York","43.1138","-74.4222","53646"
"Lafayette","Lafayette","Lafayette County","28071","MS","Mississippi","34.3567","-89.4849","53590"
"Gila","Gila","Gila County","04007","AZ","Arizona","33.7997","-110.8117","53546"
"Boone","Boone","Boone County","17007","IL","Illinois","42.3231","-88.8234","53537"
"Ashland","Ashland","Ashland County","39005","OH","Ohio","40.8460","-82.2707","53536"
"Harrisonburg","Harrisonburg","Harrisonburg City","51660","VA","Virginia","38.4361","-78.8735","53273"
"Camden","Camden","Camden County","13039","GA","Georgia","30.9306","-81.6700","53231"
"Roane","Roane","Roane County","47145","TN","Tennessee","35.8479","-84.5232","53075"
"McMinn","McMinn","McMinn County","47107","TN","Tennessee","35.4248","-84.6175","53053"
"Jessamine","Jessamine","Jessamine County","21113","KY","Kentucky","37.8721","-84.5809","53032"
"Tuscola","Tuscola","Tuscola County","26157","MI","Michigan","43.4645","-83.4169","52939"
"St. Charles","St. Charles","St. Charles Parish","22089","LA","Louisiana","29.9055","-90.3582","52773"
"Dickson","Dickson","Dickson County","47043","TN","Tennessee","36.1490","-87.3567","52680"
"Edgecombe","Edgecombe","Edgecombe County","37065","NC","North Carolina","35.9129","-77.5971","52648"
"Pulaski","Pulaski","Pulaski County","29169","MO","Missouri","37.8246","-92.2076","52425"
"Loudon","Loudon","Loudon County","47105","TN","Tennessee","35.7348","-84.3118","52340"
"Elko","Elko","Elko County","32007","NV","Nevada","41.1458","-115.3577","52297"
"Cherokee","Cherokee","Cherokee County","48073","TX","Texas","31.8370","-95.1652","52118"
"Washington","Washington","Washington County","40147","OK","Oklahoma","36.7152","-95.9044","51886"
"Jackson","Jackson","Jackson County","01071","AL","Alabama","34.7795","-85.9994","51852"
"Kerr","Kerr","Kerr County","48265","TX","Texas","30.0615","-99.3500","51843"
"Waller","Waller","Waller County","48473","TX","Texas","30.0108","-95.9877","51832"
"Venango","Venango","Venango County","42121","PA","Pennsylvania","41.4010","-79.7580","51818"
"Worcester","Worcester","Worcester County","24047","MD","Maryland","38.2128","-75.3340","51765"
"Grant","Grant","Grant County","55043","WI","Wisconsin","42.8675","-90.7062","51733"
"Coffee","Coffee","Coffee County","01031","AL","Alabama","31.4027","-85.9882","51662"
"Cass","Cass","Cass County","26027","MI","Michigan","41.9154","-85.9935","51523"
"Darke","Darke","Darke County","39037","OH","Ohio","40.1333","-84.6194","51513"
"Wayne","Wayne","Wayne County","42127","PA","Pennsylvania","41.6487","-75.3033","51422"
"Columbia","Columbia","Columbia County","41009","OR","Oregon","45.9438","-123.0883","51375"
"Coles","Coles","Coles County","17029","IL","Illinois","39.5203","-88.2218","51353"
"Henry","Henry","Henry County","51089","VA","Virginia","36.6828","-79.8740","51308"
"Waupaca","Waupaca","Waupaca County","55135","WI","Wisconsin","44.4705","-88.9648","51245"
"Iron","Iron","Iron County","49021","UT","Utah","37.8592","-113.2895","51213"
"Halifax","Halifax","Halifax County","37083","NC","North Carolina","36.2575","-77.6517","51190"
"Culpeper","Culpeper","Culpeper County","51047","VA","Virginia","38.4860","-77.9558","51101"
"Ogle","Ogle","Ogle County","17141","IL","Illinois","42.0426","-89.3207","51025"
"St. Mary","St. Mary","St. Mary Parish","22101","LA","Louisiana","29.7047","-91.4432","50968"
"Winona","Winona","Winona County","27169","MN","Minnesota","43.9869","-91.7792","50725"
"Grundy","Grundy","Grundy County","17063","IL","Illinois","41.2851","-88.4185","50666"
"Franklin","Franklin","Franklin County","21073","KY","Kentucky","38.2392","-84.8771","50529"
"Somerset","Somerset","Somerset County","23025","ME","Maine","45.5139","-69.9589","50520"
"Knox","Knox","Knox County","17095","IL","Illinois","40.9318","-90.2132","50508"
"Franklin","Franklin","Franklin County","36033","NY","New York","44.5929","-74.3038","50477"
"Warren","Warren","Warren County","19181","IA","Iowa","41.3344","-93.5614","50076"
"Medina","Medina","Medina County","48325","TX","Texas","29.3557","-99.1102","50057"
"Le Flore","Le Flore","Le Flore County","40079","OK","Oklahoma","34.9003","-94.7034","50026"
"Calumet","Calumet","Calumet County","55015","WI","Wisconsin","44.0816","-88.2181","49928"
"Curry","Curry","Curry County","35009","NM","New Mexico","34.5742","-103.3470","49732"
"Vernon","Vernon","Vernon Parish","22115","LA","Louisiana","31.1083","-93.1842","49646"
"Queen Anne's","Queen Anne's","Queen Anne's County","24035","MD","Maryland","39.0680","-76.0203","49632"
"Lamar","Lamar","Lamar County","48277","TX","Texas","33.6673","-95.5712","49611"
"Atascosa","Atascosa","Atascosa County","48013","TX","Texas","28.8935","-98.5272","49528"
"Oktibbeha","Oktibbeha","Oktibbeha County","28105","MS","Mississippi","33.4250","-88.8793","49512"
"Dearborn","Dearborn","Dearborn County","18029","IN","Indiana","39.1452","-84.9732","49479"
"Montgomery","Montgomery","Montgomery County","36057","NY","New York","42.9023","-74.4397","49302"
"Dale","Dale","Dale County","01045","AL","Alabama","31.4318","-85.6110","49277"
"Henry","Henry","Henry County","17073","IL","Illinois","41.3531","-90.1314","49267"
"Whitman","Whitman","Whitman County","53075","WA","Washington","46.9012","-117.5230","49231"
"Gibson","Gibson","Gibson County","47053","TN","Tennessee","35.9966","-88.9326","49228"
"Buffalo","Buffalo","Buffalo County","31019","NE","Nebraska","40.8552","-99.0750","49209"
"Wilson","Wilson","Wilson County","48493","TX","Texas","29.1740","-98.0866","49173"
"Franklin","Franklin","Franklin County","50011","VT","Vermont","44.8575","-72.9120","49116"
"Navarro","Navarro","Navarro County","48349","TX","Texas","32.0469","-96.4725","48995"
"Val Verde","Val Verde","Val Verde County","48465","TX","Texas","29.8929","-101.1517","48969"
"Polk","Polk","Polk County","48373","TX","Texas","30.7927","-94.8300","48913"
"Bristol","Bristol","Bristol County","44001","RI","Rhode Island","41.7173","-71.2840","48764"
"Shelby","Shelby","Shelby County","39149","OH","Ohio","40.3316","-84.2048","48749"
"Tioga","Tioga","Tioga County","36107","NY","New York","42.1703","-76.3063","48686"
"Crittenden","Crittenden","Crittenden County","05035","AR","Arkansas","35.2079","-90.3089","48672"
"Cherokee","Cherokee","Cherokee County","40021","OK","Oklahoma","35.9067","-94.9997","48664"
"Lincoln","Lincoln","Lincoln County","41041","OR","Oregon","44.6420","-123.8682","48547"
"Newaygo","Newaygo","Newaygo County","26123","MI","Michigan","43.5542","-85.8009","48366"
"Bedford","Bedford","Bedford County","42009","PA","Pennsylvania","40.0065","-78.4903","48337"
"Carter","Carter","Carter County","40019","OK","Oklahoma","34.2509","-97.2858","48319"
"Bedford","Bedford","Bedford County","47003","TN","Tennessee","35.5138","-86.4589","48292"
"Henry","Henry","Henry County","18065","IN","Indiana","39.9311","-85.3964","48255"
"Carroll","Carroll","Carroll County","33003","NH","New Hampshire","43.8738","-71.2031","48138"
"Douglas","Douglas","Douglas County","32005","NV","Nevada","38.9122","-119.6164","48132"
"Jackson","Jackson","Jackson County","12063","FL","Florida","30.7954","-85.2155","47945"
"Chenango","Chenango","Chenango County","36017","NY","New York","42.4935","-75.6116","47909"
"Cortland","Cortland","Cortland County","36023","NY","New York","42.5950","-76.0703","47865"
"Boyd","Boyd","Boyd County","21019","KY","Kentucky","38.3596","-82.6878","47682"
"Noble","Noble","Noble County","18113","IN","Indiana","41.3986","-85.4175","47506"
"Greene","Greene","Greene County","36039","NY","New York","42.2765","-74.1227","47424"
"Campbell","Campbell","Campbell County","56005","WY","Wyoming","44.2482","-105.5482","47409"
"Laurens","Laurens","Laurens County","13175","GA","Georgia","32.4637","-82.9222","47405"
"Shelby","Shelby","Shelby County","21211","KY","Kentucky","38.2155","-85.1948","47325"
"Fremont","Fremont","Fremont County","08043","CO","Colorado","38.4730","-105.4397","47321"
"Lincoln","Lincoln","Lincoln Parish","22061","LA","Louisiana","32.6016","-92.6648","47246"
"Osage","Osage","Osage County","40113","OK","Oklahoma","36.6292","-96.3985","47226"
"Beaufort","Beaufort","Beaufort County","37013","NC","North Carolina","35.4940","-76.8598","47168"
"Charlottesville","Charlottesville","Charlottesville City","51540","VA","Virginia","38.0375","-78.4855","47096"
"Hancock","Hancock","Hancock County","28045","MS","Mississippi","30.4160","-89.4885","46961"
"Clinton","Clinton","Clinton County","19045","IA","Iowa","41.8980","-90.5320","46909"
"Allegany","Allegany","Allegany County","36003","NY","New York","42.2574","-78.0276","46688"
"Logan","Logan","Logan County","40083","OK","Oklahoma","35.9193","-97.4433","46683"
"Burnet","Burnet","Burnet County","48053","TX","Texas","30.7883","-98.1824","46530"
"Warren","Warren","Warren County","28149","MS","Mississippi","32.3573","-90.8520","46519"
"Santa Cruz","Santa Cruz","Santa Cruz County","04023","AZ","Arizona","31.5259","-110.8465","46480"
"Marshall","Marshall","Marshall County","18099","IN","Indiana","41.3248","-86.2618","46461"
"Bryan","Bryan","Bryan County","40013","OK","Oklahoma","33.9623","-96.2598","46457"
"Washington","Washington","Washington Parish","22117","LA","Louisiana","30.8533","-90.0405","46435"
"Beltrami","Beltrami","Beltrami County","27007","MN","Minnesota","47.9738","-94.9377","46403"
"Mifflin","Mifflin","Mifflin County","42087","PA","Pennsylvania","40.6104","-77.6170","46276"
"St. Bernard","St. Bernard","St. Bernard Parish","22087","LA","Louisiana","29.8693","-89.5552","46266"
"Goodhue","Goodhue","Goodhue County","27049","MN","Minnesota","44.4097","-92.7229","46246"
"Monroe","Monroe","Monroe County","47123","TN","Tennessee","35.4427","-84.2527","46064"
"Washington","Washington","Washington County","28151","MS","Mississippi","33.2838","-90.9475","46057"
"Perry","Perry","Perry County","42099","PA","Pennsylvania","40.3984","-77.2623","46053"
"Chesterfield","Chesterfield","Chesterfield County","45025","SC","South Carolina","34.6398","-80.1587","45953"
"Gadsden","Gadsden","Gadsden County","12039","FL","Florida","30.5795","-84.6136","45945"
"Kittitas","Kittitas","Kittitas County","53037","WA","Washington","47.1244","-120.6799","45897"
"Bingham","Bingham","Bingham County","16011","ID","Idaho","43.2166","-112.3981","45839"
"Henderson","Henderson","Henderson County","21101","KY","Kentucky","37.7958","-87.5730","45829"
"Stokes","Stokes","Stokes County","37169","NC","North Carolina","36.4019","-80.2395","45781"
"Monroe","Monroe","Monroe County","55081","WI","Wisconsin","43.9457","-90.6178","45771"
"Hillsdale","Hillsdale","Hillsdale County","26059","MI","Michigan","41.8878","-84.5929","45757"
"Auglaize","Auglaize","Auglaize County","39011","OH","Ohio","40.5609","-84.2217","45729"
"Nelson","Nelson","Nelson County","21179","KY","Kentucky","37.8052","-85.4660","45650"
"Lawrence","Lawrence","Lawrence County","18093","IN","Indiana","38.8412","-86.4835","45548"
